rating,tel,name,url,price,hours,address,holiday
Bib Gourmand,TEL03-5726-8018,Le Joujou,URLhttp://le-joujou.sakura.ne.jp,"PriceDinner = menu &yen3;,990-10,500Service charge = 5%","Opening hours, last ordersDinner = 17:00-23:00 L.O.21:30","3F, Maruya Bldg, 1-11-1 Jiyugaoka, Meguro-ku, Tokyo",n/a
one star,TEL03-5772-6244,Le Bourguignon,URLhttp://le-bourguignon.jp/,"PriceLunch = menu &yen2;,700-4,860carte &yen6;,500-12,000Dinner = menu &yen5;,940-10,800carte &yen6;,500-12,000","Opening hours, last ordersLunch = 11:30-15:30 L.O.13:00Dinner = 18:00-23:30 L.O.21:00","3-3-1 Nishiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Wednesday and 2nd Tuesday
Bib Gourmand,TEL03-5738-7952,Le Beaucoup,URLhttp://www.le-beaucoup.com/,"PriceLunch = menu &yen2;,700-3,700Dinner = menu &yen4;,500-8,500Service charge = 10%","Opening hours, last ordersLunch = 11:30-13:30 (L.O.)weekends 11:30-14:00 (L.O.)Dinner = 18:00-21:30 (L.O.)","1F, Soten Bldg, 3-10-3 Uehara, Shibuya-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
two stars,TEL03-3268-5911,Le Mange-Tout,URLhttp://www.le-mange-tout.com,"PriceDinner = menu &yen16;,200Service charge = 10%","Opening hours, last ordersDinner = 18:30-21:00 (L.O.)","22 Nandomachi, Shinjuku-ku, Tokyo",Annual and weekly closingClosed Sunday
one star,TEL03-6383-3384,Regalo,URLhttp://www.regalo-ristorante.com/,"PriceLunch = menu &yen1;,600-4,800carte &yen2;,500-5,000Dinner = menu &yen5;,940-7,334carte &yen4;,000-7,000Seat charge = &yen540; (dinner)","Opening hours, last ordersLunch = 11:30-14:30 L.O.14:00Dinner = 18:00-22:00 (L.O.)","B1F, Shishido Bldg, 4-6-2 Yoyogi, Shibuya-ku, Tokyo",Annual and weekly closingClosed Monday
one star,TEL03-3476-2929,Les Enfants GÃ¢tÃ©s,URLhttp://www.terrine-gates.com,"PriceLunch = menu &yen5;,076-7,776Dinner = menu &yen7;,020-13,824Service charge = 10%","Opening hours, last ordersLunch = 12:00-14:00 (L.O.)Dinner = 18:00-21:30 (L.O.)","2-3 Sarugakucho, Shibuya-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
one star,TEL03-3539-8087,Les Saisons,URLhttp://www.imperialhotel.co.jp,"PriceLunch = menu &yen7;,000-14,500carte &yen16;,000-43,000Dinner = menu &yen17;,500-40,000carte &yen16;,000-43,000Service charge = 10%Private room fee = 10,800-21,600","Opening hours, last ordersLunch = 11:30-14:30 (L.O.)Dinner = 17:30-22:00 (L.O.)","M2F, Imperial Hotel-Main Bldg, 1-1-1 Uchisaiwaicho, Chiyoda-ku, Tokyo",n/a
two stars,TEL03-5766-9500,L'Effervescence,URLhttp://www.leffervescence.jp,"PriceLunch = menu &yen10;,800Dinner = menu &yen21;,600Service charge = 10%Private room fee less than 4 persons = &yen20;,000","Opening hours, last ordersLunch = 12:00-16:00 L.O.13:30Dinner = 18:00-23:30 L.O.20:00","2-26-4 Nishiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Monday
two stars,TEL03-6265-0177,Ren,n/a,"PriceDinner = menu &yen18;,360Service charge = 5%","Opening hours, last ordersDinner = 17:30-24:00 L.O.22:00","4F, Omiya Bldg, 4-3-2 Kagurazaka, Shinjuku-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holiday
two stars,TEL03-3571-6050,L'Osier,URLhttp://losier.shiseido.co.jp/,"PriceLunch = menu &yen10;,000-14,000carte &yen20;,000-30,000Dinner = menu &yen22;,000-38,000carte &yen20;,000-30,000Service charge = 12%Private room fee = &yen21;,600 (lunch &yen10;,800)","Opening hours, last ordersLunch = 12:00-13:30 (L.O.)Dinner = 18:00-20:30 (L.O.)","7-5-5 Ginza, Chuo-ku, Tokyo","Annual and weekly closingClosed Sunday except before a Public Holiday, and Public Holiday Mondays"
Bib Gourmand,TEL03-6416-3083,Bistro Rojiura,URLhttp://bistrorojiura.jimdo.com,"PriceDinner = carte &yen4;,000-6,000Seat charge = &yen324;","Opening hours, last ordersDinner = 18:00-24:00 L.O.23:00","1F, Udagawa Ryuko Bldg, 11-2 Udagawacho, Shibuya-ku, Tokyo",Annual and weekly closingClosed Monday
one star,TEL03-3401-8516,Azabu Rokkaku,n/a,"PriceDinner = carte &yen10;,000-15,000Service charge = 10%Seat charge = &yen5;,400","Opening hours, last ordersDinner = 18:00-23:00 (L.O.)","4F, Yuken Azabu.10, 1-5-5 Azabujuban, Minato-ku, Tokyo",n/a
one star,TEL03-3498-1314,Lauburu,URLhttp://www.lauburu.jp/,"PriceDinner = carte &yen4;,500-7,000Service charge = 10%","Opening hours, last ordersDinner = 18:00-21:30 (L.O.)","6-8-18 Minamiaoyama, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
one star,TEL03-5789-3838,Waketokuyama,n/a,"PriceDinner = menu &yen16;,200Service charge = 10%","Opening hours, last ordersDinner = 17:00-23:00 L.O.21:00","5-1-5 Minamiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
one star,TEL03-6434-8711,Azure45,URLhttp://www.ritz-carlton.jp,"PriceLunch = menu weekdays 5,184-10,800weekends 7,560-10,800carte &yen15;,000-20,000Dinner = menu &yen16;,200-20,520carte &yen15;,000-20,000Service charge = 15%Private room fee = &yen32;,400 (lunch &yen21;,600)","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 17:30-21:00 (L.O.)","45F, The Ritz-Carlton, 9-7-1 Akasaka, Minato-ku, Tokyo",Annual and weekly closingPlan to close for renovation from early January to early March
one star,TEL03-6804-3846,Abysse,URLhttp://www.abysse.jp,"PriceLunch = menu &yen6;,264Dinner = menu &yen10;,584Service charge = 10%","Opening hours, last ordersLunch = 12:00-13:30 (L.O.)Dinner = 18:30-20:30 (L.O.)","4-9-9 Minamiaoyama, Minato-ku,Tokyo",Annual and weekly closingClosed Wednesday
Bib Gourmand,TEL03-3432-0368,Araishoten,n/a,"PriceLunch = menu weekdays &yen940;carte Saturday and Public Holidays &yen1;,020-3,110Dinner = menu &yen3;,610carte &yen3;,500-5,000","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:30Dinner = 18:00-23:00 L.O.22:00","5-32-4 Shimbashi, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-6407-8813,Andagyoza,URLhttp://andagyoza.tumblr.com,"PriceLunch/Dinner = carte &yen1;,000-2,500","Opening hours, last ordersLunch/ Dinner = 11:30-23:00","3-21-2 Nishihara, Shibuya-ku, Tokyo",n/a
one star,TEL03-6455-4023,Ichita,URLhttps://www.tokyoichita.com,"PriceDinner = menu &yen16;,200-21,600","Opening hours, last ordersDinner = 17:30-23:00 L.O.21:00","3-4-6 Minamiaoyama, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3695-5222,Uomasa,URLhttp://www.unagi-uomasa.jp/,"PriceLunch = menu &yen8;,200-9,765carte &yen4;,315-12,000Dinner = menu &yen8;,200-9,765carte &yen4;,315-12,000","Opening hours, last ordersLunch = 11:30-14:00 L.O.13:00 or when the dayâ€™s stock runs outDinner = 17:00-21:00 L.O.20:00 or when the dayâ€™s stock runs out","4-14-4 Higashiyotsugi, Katsushika-ku, Tokyo","Annual and weekly closingClosed Tuesday (unless Public Holiday, then Wednesday) and 1st & 3rd Wednesday of the month (unless Public Holiday, then Thursday)"
one star,TEL03-3584-2116,Chuka Uzumaki,URLhttp://uzumaki-akasaka.com/,"PriceDinner = menu &yen8;,640-10,800","Opening hours, last ordersDinner = 18:00-20:00 (L.O.)","B1F, Akasakadori No.50 Bldg, 5-5-11 Akasaka, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL050-2018-0730,Essence,URLhttp://essence.tokyo/,"PriceLunch = menu &yen1;,200-3,800Dinner = menu &yen8;,640-16,200carte &yen4;,000-6,000Service charge = 10% (dinner)Seat charge = &yen540; (dinner)","Opening hours, last ordersLunch = 11:30-15:30 (L.O.)Dinner = 18:00-22:00 (L.O.)","3-8-2 Minamiaoyama, Minato-ku, Tokyo",n/a
Bib Gourmand,TEL03-6265-0336,Engine,n/a,"PriceLunch = menu &yen1;,800carte &yen1;,100Dinner = menu &yen5;,400-7,560carte &yen4;,000-6,000","Opening hours, last ordersLunch = Monday & Wednesday-Saturday 11:30-14:00 (L.O.)Dinner = 18:00-22:00 (L.O.)","1F, Roji Kagurazaka, 5-43-2 Kagurazaka, Shinjuku-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-6228-4951,Osaka Kitchen Honten,URLhttp://osaka-kitchen.com,"PriceDinner = menu &yen3;,780-7,020carte &yen2;,000-5,000","Opening hours, last ordersDinner = 17:00-23:00 (L.O.)","2F Great Bldg, 4-14-19 Ginza, Chuo-ku Tokyo","Annual and weekly closingClosed Sunday except before a Public Holiday, and Public Holiday Mondays"
Bib Gourmand,TEL03-3543-2525,Ohjuri Sa Rang Chae,n/a,"PriceLunch = carte &yen900-1;,300Dinner = carte &yen3;,000-5,000","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 17:00-23:00 (L.O.)Saturday & Public Holidays 17:00-22:00 (L.O.)","3-9-18 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-6432-4440,Aux DÃ©lices de Dodine,n/a,"PriceLunch = carte &yen1;,000Dinner = carte &yen2;,500-3,000Seat charge = &yen500; (dinner)","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:30Dinner = 18:00-23:30 L.O.22:30","2-2-7 Shibadaimon, Minato-ku, Tokyo",Annual and weekly closingClosed Monday and 1st Sunday
Bib Gourmand,TEL03-3918-3462,Teuchisoba Kikutani Sugamo Honten,n/a,"PriceLunch = carte &yen810-2;,000Dinner = menu &yen3;,000-5,000carte &yen1;,500-3,000","Opening hours, last ordersLunch = 11:30-14:30 (L.O.)1st Sunday 11:30-17:00 or when the dayâ€™s stock runs outDinner = 17:30-21:00 L.O.20:00","4-14-15 Sugamo, Toshima-ku Tokyo",Annual and weekly closingClosed Monday
one star,TEL03-6280-6368,Ginza Kitafuku,URLhttp://kanikitafuku.com/ginza/,"PriceLunch = menu &yen21;,600-41,040Dinner = menu &yen21;,600-41,040Service charge = 10%","Opening hours, last ordersLunch = 12:00-15:00 L.O.13:00Dinner = 17:00-24:00 L.O.22:00","3F, Ginza 745 Bldg, 7-4-5 Ginza, Chuo-ku, Tokyo",n/a
Bib Gourmand,TEL03-3409-5039,Kitchen,n/a,"PriceDinner = carte &yen3;,500-5,500","Opening hours, last ordersDinner = 18:00-22:00 L.O.21:00","2F, New-Nishiazabu Bldg, 4-4-12 Nishiazabu, Minato-ku, Tokyo","Annual and weekly closingClosed Saturday, Sunday, Monday and Public Holidays"
Bib Gourmand,TEL03-3291-1475,Kyoeido,URLhttp://www.kyoueidoo.com,"PriceLunch/Dinner = carte &yen950-3;,000","Opening hours, last ordersLunch/ Dinner = 11:00-20:00 L.O.19:45","B1F, Sun Bldg, 1-6 Kandajimbocho, Chiyoda-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-3690-8228,Gimpachitei Yazawa,n/a,"PriceLunch = menu &yen2;,200-5,000carte &yen900-2;,500Dinner = menu &yen2;,200-5,000carte &yen900-2;,500","Opening hours, last ordersLunch = 11:30-14:30 (L.O.) or when the dayâ€™s stock runs outDinner = 17:00-19:30 (L.O.) or when the dayâ€™s stock runs out. Closed Sunday.","1-27-8 Kameari, Katsushika-ku, Tokyo",Annual and weekly closingClosed Wednesday and Thursday
Bib Gourmand,TEL03-5790-0909,Cristiano's,URLhttp://www.cristianos.jp,"PriceDinner = carte &yen3;,500-4,500Service charge = 2%","Opening hours, last ordersDinner = 18:00-23:00 (L.O.)","1-51-10 Tomigaya Shibuya-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-3410-5517,Bistro Glouton,n/a,"PriceDinner = carte &yen4;,000-7,000","Opening hours, last ordersDinner = 18:00-24:00 L.O.23:00","2-33-7 Ikejiri, Setagaya-ku, Tokyo",Annual and weekly closingClosed Sunday and 3rd Monday
Bib Gourmand,TEL03-3475-6972,Grace,URLhttp://www.samgetang.jp,"PriceLunch = menu &yen730-3;,670carte &yen2;,000-4,000Dinner = menu &yen3;,240-4,320carte &yen2;,000-4,000Service charge = 10% (dinner)","Opening hours, last ordersLunch = Monday-Saturday 11:30-14:30 L.O.14:00Dinner = 17:00-23:30 L.O.22:30","1-7-2 Azabujuban, Minato-ku, Tokyo",n/a
Bib Gourmand,TELNone,Ramen Koike,n/a,"PriceLunch = carte &yen780-1;,500Dinner = carte &yen780-1;,500","Opening hours, last ordersLunch = weekdays 11:00-14:30weekends 11:00-15:00Dinner = 18:00-21:00","1F, Kamikitazawa Highness Corpo, 4-19-18 Kamikitazawa, Setagaya-ku, Tokyo",Annual and weekly closingClosed Thursday and Friday
Bib Gourmand,TEL03-5428-6488,Arroceria Sal y Amor,URLhttp://salyamor.com,"PriceDinner = carte &yen3;,000-5,000Seat charge = &yen216-324;","Opening hours, last ordersDinner = 17:30-0:30 L.O.23:00","B1F, Daisan Yokoshiba Bldg, 12-19 Daikanyamacho, Shibuya-ku, Tokyo",Annual and weekly closingClosed Tuesday
Bib Gourmand,TEL03-5577-6184,Seiyoryori Shichijo,n/a,"PriceLunch = menu &yen1;,030-2,500Dinner = menu &yen5;,184carte &yen2;,500-6,000","Opening hours, last ordersLunch = 11:30-14:30 L.O.14:00Dinner = 18:00-22:00 L.O.20:30 except Saturday","1F, Unizo Uchikandaicchome Bldg, 1-15-7 Uchikanda, Chiyoda-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3469-9333,Jeeten,n/a,"PriceDinner = menu &yen4;,320-6,480carte &yen4;,000-6,000","Opening hours, last ordersDinner = 17:00-22:30 (L.O.)","3-2-3 Nishihara, Shibuya-ku, Tokyo",Annual and weekly closingClosed Tuesday
Bib Gourmand,TEL03-5421-8525,Chukakosai Jasmine,URLhttp://jasmine310.com/,"PriceLunch = menu weekdays &yen1;,000-3,800weekends &yen1;,580-3,800Dinner = menu &yen6;,500-10,800carte &yen4;,000-6,500Seat charge = &yen350; (dinner)","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:30Dinner = 18:00-23:00 L.O.22:00","1F, Hiroo Nishikawa Bldg, 5-22-3 Hiroo, Shibuya-ku, Tokyo",n/a
Bib Gourmand,TEL03-3413-2570,Suzushiro,n/a,"PriceDinner = menu &yen4;,860carte &yen2;,500-4,000Seat charge = &yen540;","Opening hours, last ordersDinner = 18:00-1:00 L.O.24:00","2-6-9 Sangenjaya, Setagaya-ku, Tokyo",Annual and weekly closingClosed Monday
one star,TEL03-3249-7776,Karyu,URLhttp://www.karyu-tokyo.com,"PriceDinner = menu &yen12;,960Service charge = 10%","Opening hours, last ordersDinner = 17:30-23:00 (L.O.)Friday & Saturday 17:00-23:00 (L.O.)","11-11 Nihombashikofunecho, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-6382-5320,Chukameisai Senyo,URLhttp://www.chinese-senyou.jp,"PriceLunch = menu &yen2;,808-4,104carte &yen900-2;,000Dinner = menu &yen4;,104-6,264carte &yen3;,500-4,500Seat charge = &yen324; (carte for dinner)","Opening hours, last ordersLunch = 11:30-14:30 L.O.14:00 except FridayDinner = 18:00-22:00 L.O.21:00weekends 17:30-22:00 L.O.21:00","3-18-9 Wada, Suginami-ku, Tokyo",Annual and weekly closingClosed Tuesday
Bib Gourmand,TEL03-3235-1260,Chugokusai Zenrakubo,n/a,"PriceLunch = menu &yen3;,800-10,000carte &yen800-1;,500Dinner = menu &yen3;,800-10,000carte &yen3;,000-6,000","Opening hours, last ordersLunch = 11:30-14:30 L.O.14:00Dinner = 17:00-23:00 L.O.22:00","1-11-8 Kagurazaka, Shinjuku-ku, Tokyo",Annual and weekly closingClosed Monday
one star,TEL03-3827-6117,Nezu Soshian,n/a,"PriceDinner = menu &yen9;,180-10,800","Opening hours, last ordersDinner = 17:30-19:30 (L.O.)","2-28-8 Nezu, Bunkyo-ku, Tokyo",Annual and weekly closingClosed Tuesday and Wednesday
Bib Gourmand,TEL03-5695-3060,Taniya,URLhttp://www.tg-supply.jp/taniya/,"PriceLunch = carte &yen600-2;,000Dinner = carte &yen600-2;,000","Opening hours, last ordersLunch = 11:00-15:00 (L.O.) or when the dayâ€™s stock runs outDinner = 18:00-22:30 (L.O.) or when the dayâ€™s stock runs out","2-15-17 Nihombashi-ningyocho, Chuo-ku Tokyo",n/a
Bib Gourmand,TEL03-3545-5588,DharmasÄÅgara,URLhttp://dharmasagara.com,"PriceLunch = menu weekdays &yen1;,296-1,944weekends &yen2;,160-3,888carte weekends &yen3;,000-5,000Dinner = menu &yen2;,160-3,888carte &yen3;,000-5,000","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)weekends 12:00-14:30 (L.O.)Dinner = 18:00-22:00 (L.O.)weekends 17:30-21:00 (L.O.)","2F, Ginza-eight Bldg, 4-14-6 Ginza, Chuo-ku Tokyo",n/a
Bib Gourmand,TEL03-3398-5527,Gyozabo Chohakkai,n/a,"PriceDinner = carte &yen2;,000-3,500","Opening hours, last ordersDinner = 18:00-24:00","3-37-5 Asagayaminami, Suginami-ku, Tokyo",Annual and weekly closingClosed Sunday and Monday
Bib Gourmand,TEL03-3393-3262,Tomato,n/a,"PriceLunch = carte &yen2;,000-5,000Dinner = carte &yen2;,000-5,000","Opening hours, last ordersLunch = 11:30-13:30 or when the dayâ€™s stock runs outDinner = 18:30-20:30 or when the dayâ€™s stock runs out","5-20-7 Ogikubo, Suginami-ku, Tokyo",Annual and weekly closingClosed Wednesday and Thursday
two stars,TEL03-6264-4477,Dominique Bouchet,URLhttp://www.dominique-bouchet.jp,"PriceLunch = menu &yen7;,500-12,500Dinner = menu &yen15;,000-24,000carte &yen18;,000-26,000Service charge = &yen10;%Private room fee = &yen21;,600 (lunch &yen10;,800)","Opening hours, last ordersLunch = 12:00-13:30 (L.O.)Dinner = 18:00-20:30 (L.O.)","2F, Ginza Rengadori Fukujin Bldg, 1-5-6 Ginza, Chuo-ku, Tokyo",n/a
Bib Gourmand,TEL03-3831-4209,Tompachitei,n/a,"PriceLunch = carte &yen900-2;,100Dinner = carte &yen1;,300-2,100","Opening hours, last ordersLunch = 11:30-14:30 (L.O.) or when the dayâ€™s stock runs outDinner = Tuesday-Thursday 17:00-19:00 (L.O.) or when the dayâ€™s stock runs out","4-3-4 Ueno, Taito-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
one star,TEL03-6304-1811,Sosakumenkobo Nakiryu,URLhttp://www12.plala.or.jp/nakiryu/,"PriceLunch = carte &yen850-1;,000Dinner = carte &yen850-1;,000","Opening hours, last ordersLunch = 11:30-15:00 or when the day's stock runs outDinner = 18:00-21:00 or when the day's stock runs out. Closed Monday.","1F, Sky Minamiotsuka, 2-34-4 Minamiotsuka, Toshima-ku Tokyo",Annual and weekly closingClosed Tuesday
Bib Gourmand,TEL03-5565-0055,Teuchisoba Narutomi,URLhttp://narutomi-soba.net,"PriceLunch = carte &yen864-5;,000Dinner = carte &yen864-5;,000","Opening hours, last ordersLunch = 11:30-14:30 (L.O.)Saturday 11:30-15:00 (L.O.)Dinner = Monday-Friday 18:00-20:30 (L.O.)","1F, Futaba Bldg, 8-18-6 Ginza, Chuo-ku Tokyo","Annual and weekly closingClosed Sunday, 3rd Saturday and Public Holiday"
Bib Gourmand,TEL03-3465-0747,Nihao,n/a,"PriceDinner = carte &yen3;,000-4,000","Opening hours, last ordersDinner = 17:00-1:00 L.O.24:00Saturday & Public Holidays 17:00-24:00 L.O.23:00","2F, Masumoto Bldg, 2-27-4 Nishihara, Shibuya-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holiday Mondays
Bib Gourmand,TEL03-3251-5300,Nemurian,URLhttp://www.nemurian.net/,"PriceDinner = carte &yen860-2;,500","Opening hours, last ordersDinner = 18:00-21:30 (L.O.) or when the dayâ€™s stock runs out","1-16-4 Kandasudacho, Chiyoda-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-6228-5601,Pais Vasco,URLhttp://paisvasco.jp,"PriceDinner = menu &yen3;,000-5,000carte &yen3;,500-5,000Seat charge = &yen300;","Opening hours, last ordersDinner = 17:30-3:00 L.O.2:00Saturday 16:00-23:00 L.O.22:00","7-3-16 Ginza, Chuo-ku, Tokyo","Annual and weekly closingClosed Sunday except before a Public Holiday, and Public Holiday Mondays"
Bib Gourmand,TEL03-3405-0809,Hashida Honten,URLhttp://hashidahonten.com,"PriceLunch = carte &yen831-1;,944Dinner = menu &yen4;,320-7,020carte &yen3;,000-5,000","Opening hours, last ordersLunch = 11:30-14:30 L.O.14:00weekend 11:30-15:00 L.O.14:30Dinner = 17:30-22:00 L.O.21:00","3F, Roppongi Hills Keyakizakadori, 6-12-2 Roppongi, Minato-ku, Tokyo",Annual and weekly closingClosed Tuesday
one star,TEL03-6277-2183,Hiroo HashizumeRestaurant promoted from 1 to 2 stars or 2 to 3 stars,n/a,"PriceLunch = menu &yen2;,200carte &yen850-2;,500Dinner = menu &yen6;,500-11,000carte &yen4;,000-6,000Service charge = 10% (dinner)","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:30Dinner = 18:00-23:00 L.O.22:00","2F, Cartier Blanc Hiroo, 5-16-10 Minamiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-6427-0377,Pappon Kitchen,n/a,"PriceLunch = carte &yen1;,000Dinner = carte &yen2;,000-3,000","Opening hours, last ordersLunch = 12:00-14:00 (L.O.)Dinner = 18:00-22:30 (L.O.)","2F, Papier Bidg, 41-26 Udagawacho, Shibuya-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-6887-2841,Shoto Hello,n/a,"PriceDinner = carte &yen4;,000-6,000Seat charge = &yen432;","Opening hours, last ordersDinner = 17:00-24:00","1F, Chambord Shoto, 2-14-12 Shoto, Shibuya-ku, Tokyo",n/a
Bib Gourmand,TEL03-5114-8500,Modern Catalan Spanish Bikini,URLhttp://www.four-seeds.co.jp/brand/bikini,"PriceLunch = menu &yen1;,200-3,300Dinner = menu &yen4;,212-5,400carte &yen4;,000-8,000","Opening hours, last ordersLunch = 11:00-15:00 (L.O.)Dinner = 17:00-23:00 L.O.21:00","1F, Akasaka Biz Tower, Akasaka Sacas, 5-3-1 Akasaka, Minato-ku, Tokyo",n/a
one star,TEL03-6453-7256,Azabujuban Fukuda,n/a,"PriceDinner = menu &yen21;,600Service charge = 10%Private room fee = &yen4;,320","Opening hours, last ordersDinner = 17:30-23:00 L.O.21:00","1F, Masuko Bldg Azabu Nibankan, 3-7-5 Azabujuban, Minato-ku, Tokyo",n/a
one star,TEL03-6419-4181,Benoit,URLhttp://www.benoit-tokyo.com,"PriceLunch = menu &yen4;,104-7,020Dinner = menu &yen6;,588-9,828Service charge = 10% (lunch 3%)","Opening hours, last ordersLunch = 11:30-16:30 L.O.14:30Dinner = 17:30-23:30 L.O.21:30","10F, La Porte Aoyama, 5-51-8 Jingumae, Shibuya-ku, Tokyo",n/a
two stars,TEL03-6440-0878,FlorilÃ¨geRestaurant promoted from 1 to 2 stars or 2 to 3 stars,URLhttp://www.aoyama-florilege.jp,"PriceLunch = menu &yen7;,020Dinner = menu &yen12;,960Service charge = 10%","Opening hours, last ordersLunch = 12:00-13:30 (L.O.)Dinner = 18:30-20:00 (L.O.)","B1F, Seizan Gaien, 2-5-4 Jingumae, Shibuya-ku, Tokyo",Annual and weekly closingClosed Wednesday
Bib Gourmand,TEL03-3397-0539,Chugoku Shokushubo Matsumoto,n/a,"PriceLunch = carte &yen1;,000-3,500Dinner = menu &yen5;,832carte &yen3;,500-5,000","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:45Dinner = 17:00-22:30 (L.O.)","3-22-22 Nishiogikita, Suginami-ku, Tokyo",Annual and weekly closingClosed Tuesday
Bib Gourmand,TELNone,Maruka,n/a,"PriceLunch = carte &yen420-1;,000","Opening hours, last ordersLunch/ Dinner = 11:00-19:30 or when the dayâ€™s stock runs outSaturday 11:00-14:30","3-16 Kandaogawamachi, Chiyoda-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-6804-7923,Mar de Cristiano,URLhttp://www.cristianos.jp/mar,"PriceDinner = carte &yen3;,500-4,500Service charge = 2%","Opening hours, last ordersDinner = 18:00-23:00 (L.O.)","4F, Suncity, 1-3-12 Tomigaya, Shibuya-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-3496-0609,Minebaru,URLhttp://minebaru.p2.weblife.me,"PriceLunch = menu &yen2;,376-5,184Dinner = menu &yen5;,832-11,232carte &yen4;,000-6,000Service charge = 10%","Opening hours, last ordersLunch = weekends 12:00-15:00 L.O.13:30Dinner = 17:30-23:30 L.O.22:30Sunday & Public Holidays 17:30-23:00 L.O.22:00","B1F, Hills Shibuya, 13-13 Shinsencho, Shibuya-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-3260-2658,Meishan,n/a,"PriceLunch = menu &yen5;,400-8,650carte &yen2;,000-7,000Dinner = menu &yen5;,400-8,650carte &yen4;,000-7,000Service charge = 5% (dinner)","Opening hours, last ordersLunch = 12:00-14:00 L.O.13:30 except TuesdayDinner = Tuesday-Friday 17:30-22:30 L.O.21:00Saturday and Public Holidays 17:30-21:30 L.O.20:30 except Sunday","1F, Nakajimadaiichi Bldg, 37-39 Yokoï_”eramachi, Shinjuku-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TELNone,Menson Rage,n/a,"PriceLunch = carte &yen750-1;,200Dinner = carte &yen750-1;,200","Opening hours, last ordersLunch = 11:00-15:00 or when the dayâ€™s stock runs outSunday & Monday 11:00-16:30Dinner = Wednesday-Sunday 18:00-21:00 or when the dayâ€™s stock runs out","3-37-22 Shoan, Suginami-ku, Tokyo",Annual and weekly closingClosed Tuesday
Bib Gourmand,TEL03-3661-8010,Yamato,n/a,"PriceDinner = menu &yen4;,320-6,480carte &yen4;,000-6,000Seat charge = &yen540; (Ã  la carte)","Opening hours, last ordersDinner = 17:30-22:30 (L.O.)Saturday & Public Holidays 17:30-21:30 (L.O.)","16-3 Nihombashi-tomizawacho, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday
one star,TEL03-6225-0633,Yamori,n/a,"PriceDinner = menu &yen7;,344-10,260Private room fee = &yen540;/ person","Opening hours, last ordersDinner = 18:00-19:30 (L.O.)","3-9-7 Tsukishima, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holiday Mondays
one star,TEL03-6264-4970,Ginza Yoshizawa,n/a,"PriceLunch = menu &yen5;,400-10,800Dinner = menu &yen14;,904-22,464Service charge = 10% (dinner)","Opening hours, last ordersLunch = Tuesday-Saturday 11:30-14:30 L.O.12:30Dinner = 18:00-23:00 L.O.21:00","B1F, Habiulu Ginza Bldg, 1-13-8 Ginza, Chuo-ku Tokyo",Annual and weekly closingClosed Sunday and Public Holiday Mondays
